queue_order,source_id,source_status,source_name,source_url,source_address,source_prefecture,source_capacity,source_updated_at,discovered_at,official_url,official_name,official_status,official_capacity,official_area_m2,official_price_url,official_access_url,official_conditions_url,official_observed_at,verification_status,canonical_candidate_id,notes
424,LASENS-275,listed,ブディストホール,https://lasens.com/database/theater-275.html,東京都中央区築地3-15-1 築地本願寺内第一伝道会館2F,東京都,164,2020-10-19,2026-07-31,https://buddhisthall.com/,築地本願寺ブディストホール,current,164,,https://buddhisthall.com/facility/,https://buddhisthall.com/access/,https://buddhisthall.com/facility/,2026-08-01,verified_primary,,運営公式が2026年空き状況・164席・現行セット料金・築地駅徒歩1分・2026年7月版利用契約約款を公開。2027年1月から3月の空調工事休館予定は将来の一時休館であり現行状態と混同していない
425,LASENS-2536,marked_closed,プライムシアター,https://lasens.com/database/theater-2536.html,東京都中野区本町4-1-1 サンコーポB1,東京都,,2021-04-05,2026-07-31,,,unknown,,,,,,2026-08-01,official_not_found,,施設名・住所・旧公式候補prime-theater.comを探索したが施設または運営者の現行公式サイト・公式閉館告知を確認できなかった。LaSensの閉館表示と第三者の過去公演記録を公式欄へ転記していない
426,LASENS-3774,listed,ブルースクエア四谷,https://lasens.com/database/theater-3774.html,東京都新宿区若葉1丁目1-1 若葉大原ビル地下1階,東京都,105,2023-09-20,2026-07-31,https://blue-sq.jp/,ブルースクエア四谷,current,105,,https://blue-sq.jp/price/,https://blue-sq.jp/access/,https://blue-sq.jp/contact/,2026-08-01,verified_primary,,公式サイトで2026年7月の公演予定、着席最大105席・スタンディング最大140名、現行料金、アクセス、申込・支払・取消・利用上の注意を確認
427,LASENS-2919,marked_closed,ブレヒトの芝居小屋,https://lasens.com/database/theater-2919.html,東京都練馬区関町北4-35-17,東京都,,2020-12-24,2026-07-31,https://www.tee.co.jp/wordpress_3/?page_id=997,ブレヒトの芝居小屋,closed,,,,,,2026-08-01,verified_primary,,運営劇団公式が2019年3月をもって閉館し同年6月から新座市の野火止RAUMへ移転したと明記。旧公式利用案内の寸法は面積へ換算せず、閉館前の料金・客席も未確認のため空欄
428,LASENS-452,listed,プロトシアター,https://lasens.com/database/theater-452.html,東京都新宿区高田馬場3-38-3,東京都,80,2020-09-04,2026-07-31,https://prototheater.la.coocan.jp/theater.html,,unknown,,,,,,2026-08-01,blocked,,旧公式候補の施設ページと公式PDF候補を直接確認したが404で本文へ到達できず、現行・閉館を一次情報で確定できない。第三者掲載の客席・料金は公式欄へ転記していない
429,LASENS-271,marked_closed,ベニサン・ピット,https://lasens.com/database/theater-271.html,東京都江東区新大橋2-17-12,東京都,176,2020-09-09,2026-07-31,https://ninagawastudio.net/interview-seto/,ベニサン・ピット,closed,,,,,,2026-08-01,verified_primary,,長年同地に稽古場を置いたNINAGAWA STUDIO公式記録が2009年1月をもって閉館予定とし、支配人取材でも閉館決定を確認。LaSensの176席は転記していない
430,LASENS-398,listed,ミニホールFu-・新宿永谷ホール,https://lasens.com/database/theater-398.html,東京都新宿区歌舞伎町2-45-5 新宿永谷ビル1F,東京都,70,2020-09-02,2026-07-31,http://www.ntgp.co.jp/engei/sinjuku/index.html,,unknown,,,,,,2026-08-01,blocked,,施設運営者の公式候補URLは接続不能で本文を取得できなかった。公式興行主の2026年公演案内は確認したが施設・運営者一次情報ではないため現行を確定せず、LaSensの70席も転記していない
431,LASENS-567,marked_closed,みらい座いけぶくろ(豊島公会堂),https://lasens.com/database/theater-567.html,東京都豊島区東池袋1-19-1,東京都,802,2020-09-09,2026-07-31,https://www.city.toshima.lg.jp/066/kuse/shingi/kaigichiran/033792/documents/271111gaiyouan.pdf,豊島公会堂,closed,,,,,,2026-08-01,verified_primary,,豊島区公式計画が老朽化により2016年2月末に閉館し既存施設を解体すると明記。LaSensの802席は公式欄へ転記していない
432,LASENS-405,listed,ムーヴ町屋(ムーヴホール),https://lasens.com/database/theater-405.html,東京都荒川区荒川7-50-9 センターまちや3F・4F,東京都,296,2021-02-09,2026-07-31,https://www.sunny-move.jp/move/facility/,ムーブ町屋（ムーブホール）,current,296,230,https://www.sunny-move.jp/move/use/charge.html,https://www.sunny-move.jp/move/index.html,https://www.sunny-move.jp/move/use/index.html,2026-08-01,verified_primary,,指定管理者公式で最大296名・床面積230平方メートル、現行料金、町屋駅直結のアクセス、予約・申請・連続利用・取消等の条件を確認
433,LASENS-2008,listed,メルシアーク神楽坂,https://lasens.com/database/theater-2008.html,東京都新宿区矢来町112番地 第二松下ビルB1F,東京都,,2020-09-30,2026-07-31,https://www.emosia.jp/,エモーシア神楽坂,renamed,50,,https://www.emosia.jp/?page_id=27,https://www.emosia.jp/?page_id=29,https://www.emosia.jp/?page_id=27,2026-08-01,verified_primary,,現運営公式が同所在地の旧メルシアーク神楽坂は2025年6月まで存在し2025年8月30日にエモーシア神楽坂として開業したと明記。座席40〜50席程度・スタンディング約80人・現行料金・アクセス・申込と取消条件を確認
434,LASENS-640,listed,ラフォーレミュージアム原宿,https://lasens.com/database/theater-640.html,東京都渋谷区神宮前1-11-6,東京都,300,2020-06-24,2026-07-31,https://www.laforet.ne.jp/museum/,ラフォーレミュージアム原宿,current,400,396.8,https://www.laforet.ne.jp/museum/price/index.html,https://www.laforet.ne.jp/museum/access/index.html,https://www.laforet.ne.jp/museum/regulations/index.html,2026-08-01,verified_primary,,運営公式で椅子席約300〜400人・スタンディング600人・ホール396.8平方メートル・1日800000円税別・駅徒歩・2026年6月改訂使用規則を確認。別の公式使用例ページはホール442平方メートルと記すため施設概要値を採用し不一致を注記
435,LASENS-357,listed,レパートリーシアターKAZE,https://lasens.com/database/theater-357.html,東京都中野区東中野1-2-4,東京都,120,2020-09-01,2026-07-31,https://www.kaze-net.org/kaze_r,レパートリーシアターKAZE,current,120,,,https://www.kaze-net.org/access,,2026-08-01,verified_primary,,運営劇団公式で最大120名のフリースペース・所在地・駅徒歩を確認し2026年上演案内でも現行利用を確認。一般貸館の料金・利用条件は公式公開を確認できず空欄
436,LASENS-3513,listed,レンタルスペース スターダスト,https://lasens.com/database/theater-3513.html,東京都世田谷区北沢2-19-10-3F,東京都,,2024-10-21,2026-07-31,https://ameblo.jp/rentalspacestardust/,スターダスト,unknown,,,,,,2026-08-01,primary_partial,,施設名義の公式候補ブログは公開中だが本文が旧記事1件のみで更新日・住所・料金・現行営業を一次情報として確認できない。第三者の2026年掲載やLaSens値を公式欄へ転記していない
437,LASENS-628,marked_closed,ワーサルシアター,https://lasens.com/database/theater-628.html,東京都杉並区上高井戸1-8-4 Toyaビル.3 B1F,東京都,100,2020-09-10,2026-07-31,https://worsal.com/theater/,ワーサルシアター八幡山劇場,closed,,,,,,2026-08-01,verified_primary,,運営会社公式が2010年の開館以来営業した劇場を2020年8月末日で閉館すると明記。旧公式ページの椅子備品数や旧料金は現行比較値として転記していない
438,LASENS-2355,listed,ワニズホール,https://lasens.com/database/theater-2355.html,東京都中野区本町4-35-10 渡辺ビルB1,東京都,50,2020-09-02,2026-07-31,https://www.wanizhall.com/,新中野ワニズホール,current,50,,https://hallangel.com/waniz_riyouryoukinn.html,https://www.wanizhall.com/,https://hallangel.com/riyoukiyaku_s.html,2026-08-01,verified_primary,,施設公式と同施設からリンクされた運営ページで50席程度・1日12時間60000円・現行予約案内・新中野駅からのアクセス・2026年1月改定利用規約を確認
439,LASENS-683,listed,宇宙館,https://lasens.com/database/theater-683.html,東京都世田谷区松原3－19－2,東京都,60,2020-09-24,2026-07-31,http://wuchukwan.web.fc2.com/,宇宙館,unknown,,,,,,2026-08-01,primary_partial,,東京都公式施設一覧と地域公的団体の施設一覧は名称・所在地・旧公式URLを掲載するが施設公式ページ本文へ到達できず2026年の現行営業と公開貸館条件を確定できない。LaSensの60席・料金は転記していない
440,LASENS-290,listed,荏原文化センター大ホール,https://lasens.com/database/theater-290.html,東京都品川区中延1-9-15,東京都,437,2020-12-21,2026-07-31,https://www.city.shinagawa.tokyo.jp/PC/shisetsu/shisetsu-bunka/shisetsu-bunka-bunka/hpg000000314.html,荏原文化センター 大ホール,current,437,398,https://www.city.shinagawa.tokyo.jp/ct/pdf/hpg000000314_23.pdf,https://www.city.shinagawa.tokyo.jp/PC/shisetsu/shisetsu-bunka/shisetsu-bunka-bunka/hpg000000314.html,https://www.city.shinagawa.tokyo.jp/ct/pdf/hpg000000314_10.pdf,2026-08-01,verified_primary,,品川区公式で定員500人・椅子席437席・398平方メートル・現行区民内外料金・荏原中延駅徒歩5分・申込期限・禁止事項・大ホール利用規約を確認。客席比較値は椅子席437を採用
441,LASENS-295,listed,駅前劇場,https://lasens.com/database/theater-295.html,東京都世田谷区北沢2-11-8 ペルモビル3F,東京都,180,2021-01-12,2026-07-31,https://www.honda-geki.com/ekimae/,駅前劇場,current,,,https://www.honda-geki.com/05_file/theater/ekimae/ekimaekitei2311.pdf,https://theater-festival.honda-geki.com/access/,https://www.honda-geki.com/05_file/theater/ekimae/ekimae_chuui202504.pdf,2026-08-01,verified_primary,,公式はTAROビル改修による2026年3月2日から7月31日までの休館と8月5日以降の公演予定を掲載。使用規定の料金と申込条件を確認した。公式資料に客席定員を確認できないためLaSensの180席は転記していない
442,LASENS-463,listed,演劇フリースペース・サブテレニアン(SUBTERRANEAN),https://lasens.com/database/theater-463.html,東京都板橋区氷川町46-4 B1F,東京都,50,2020-09-15,2026-07-31,https://www.subterranean.jp/,SUBTERRANEAN,current,50,,https://www.subterranean.jp/guide,https://www.subterranean.jp/access,https://www.subterranean.jp/guide,2026-08-01,verified_primary,,公式の2026年催事と20周年案内で現行運営を確認。公式Aboutは観客約40～50人、Guideは仕込本番1日36000円・初回見学と企画書審査・キャンセル料等、Accessは2駅からの徒歩経路を掲載
443,LASENS-432,listed,王子小劇場,https://lasens.com/database/theater-432.html,東京都北区王子1-14-4 B1F,東京都,94,2025-02-05,2026-07-31,https://www.en-geki.com/,インディペンデントシアターOji,renamed,80,,https://www.en-geki.com/theatre.html,https://www.en-geki.com/,https://www.en-geki.com/data/oji-rule.pdf,2026-08-01,verified_primary,,運営者公式は王子小劇場の運営を継承して2025年4月に改称・リニューアルしたと明記。グループ公式のキャパは可動式80席前後。現行料金・予約方法・利用規約と2026年公演予定を確認
444,LASENS-427,marked_closed,荻窪メガバックスシアター,https://lasens.com/database/theater-427.html,東京都杉並区荻窪5-30-5 大国ビルB1,東京都,100,2020-06-24,2026-07-31,http://www.megaba.com/gekijyo/megabuckstheater.html,,unknown,,,,,,2026-08-01,official_not_found,,LaSensが示す旧公式候補URLは現在ランディングページへ転送され施設本文を取得できない。施設名・住所・運営者候補を探索したが公式閉館告知へ直接到達できず、LaSensの2011年3月末閉館表示・100席を公式欄へ転記していない
445,LASENS-248,listed,荻窪小劇場,https://lasens.com/database/theater-248.html,東京都杉並区荻窪3-47-18 第5野村ビル1F,東京都,50,2020-12-04,2026-07-31,https://art-colline.com/,荻窪小劇場,unknown,50,,https://art-colline.com/rentalinformation.html,https://art-colline.com/access.html,https://art-colline.com/rentalinformation.html,2026-08-01,primary_partial,,施設公式はアール・コリンから2011年11月11日の改称、パイプ椅子50席前後、料金・アクセス・利用条件を掲載するがTOPの更新表記が2022年までで現行運営を確定できない。第三者の2026年公演予定は現況確定に用いていない
446,LASENS-2160,listed,絵空箱,https://lasens.com/database/theater-2160.html,東京都新宿区山吹町361 誠志堂ビル1～2階,東京都,60,2020-09-30,2026-07-31,https://esorabako.com/,パフォーミングギャラリー＆カフェ 絵空箱,current,60,,https://esorabako.com/space.html,https://esorabako.com/access.html,https://esorabako.com/space.html,2026-08-01,verified_primary,,施設公式の2026年3月催事と現行利用案内を確認。客席用椅子はスタッキング30脚とクッションパイプ30脚、演劇利用は平日28000円・土日祝30000円に機材費等加算。申込・キャンセル・音量・飲食等の条件も公式掲載
447,LASENS-570,listed,角筈区民ホール,https://lasens.com/database/theater-570.html,東京都新宿区西新宿4丁目33番7号,東京都,236,2020-12-04,2026-07-31,https://shinjuku.hall-info.jp/tsunohazu/,新宿区立角筈区民ホール,closed,212,,https://shinjuku.hall-info.jp/tsunohazu/riyou.html,https://shinjuku.hall-info.jp/tsunohazu/access.html,https://shinjuku.hall-info.jp/tsunohazu/riyou.html,2026-08-01,verified_primary,,新宿区と指定管理者公式は天井等改修のため2025年11月1日から2027年3月31日まで休館中と明記し2027年4月利用分の抽選再開予定も掲載。改修後案内は客席212席と常設車いす2台分。LaSensの旧236席は現行欄へ転記していない
448,LASENS-354,marked_closed,環七の穴,https://lasens.com/database/theater-354.html,東京都練馬区豊玉中2-6-5 ダイホープラザ豊玉B1,東京都,50,2020-09-09,2026-07-31,http://www.kan7.jp/,,unknown,,,,,,2026-08-01,blocked,,旧運営者・劇団環状七号の公式候補www.kan7.jpはHTTP・HTTPSともDNS解決不能。施設・運営者による閉館一次情報へ到達できず、LaSensの閉館表示・50席と第三者の過去公演情報を公式欄へ転記していない
449,LASENS-2872,listed,貴種流離シアター,https://lasens.com/database/theater-2872.html,東京都足立区東綾瀬2-18-14 2F,東京都,30,2020-12-21,2026-07-31,https://kisyuryuri.com/,,unknown,,,,,,2026-08-01,blocked,,運営団体の旧公式候補kisyuryuri.comはHTTP・HTTPSともDNS解決不能。2018年の運営者発行資料から公式候補URLまでは特定したが2026年の現行・閉館本文へ到達できず、LaSensの30席と第三者掲載を公式欄へ転記していない
450,LASENS-359,listed,吉祥寺シアター,https://lasens.com/database/theater-359.html,東京都武蔵野市吉祥寺本町1-33-22,東京都,239,2020-07-07,2026-07-31,https://www.musashino.or.jp/k_theatre/1002082/,武蔵野市立吉祥寺シアター,current,189,,https://www.musashino.or.jp/k_theatre/1002056/1002057/index.html,https://www.musashino.or.jp/k_theatre/1002088.html,https://www.musashino.or.jp/k_theatre/1002056/1002060.html,2026-08-01,verified_primary,,指定管理者公式で2026・2027ラインアップと2026年7月更新の貸出受付、基本形式189席、施設料金、吉祥寺駅徒歩5分、申込時期・優先順位・取消条件を確認。LaSensの239席とは不一致のため現行公式189席を記録
451,LASENS-575,listed,牛込箪笥区民ホール,https://lasens.com/database/theater-575.html,東京都新宿区箪笥町15番地,東京都,392,2021-06-22,2026-07-31,https://shinjuku.hall-info.jp/tansu/,牛込箪笥区民ホール,current,392,,https://shinjuku.hall-info.jp/file/tansu_use_charge.pdf,https://shinjuku.hall-info.jp/tansu/access.html,https://shinjuku.hall-info.jp/file/riyou_kiyaku.pdf,2026-08-01,verified_primary,,新宿区・指定管理者公式で2026年7月のお知らせ、手並べ椅子150席と可動式椅子242席の計392席、現行料金表、牛込神楽坂駅A1出口徒歩0分、2026年7月10日時点利用規約を確認
452,LASENS-561,listed,桐朋学園芸術短期大学小劇場,https://lasens.com/database/theater-561.html,東京都調布市若葉町1-41-1 (桐朋学園芸術短期大学内),東京都,,2020-11-27,2026-07-31,https://college.toho.ac.jp/campus_life/facility/,桐朋学園芸術短期大学 小劇場,current,200,,,https://college.toho.ac.jp/guide/campus/access/,https://college.toho.ac.jp/media/20230407.pdf,2026-08-01,verified_primary,,大学公式で2026年2月の卒業公演を本学小劇場で開催した現行利用、ブラックボックス型・21m×10.5m・高さ5m・客席約200名を確認。公式施設利用資料では学外者主催利用は原則制限され一般貸館料金も公開されていないため会場候補化には要確認
453,LASENS-320,marked_closed,銀座みゆき館,https://lasens.com/database/theater-320.html,東京都中央区銀座6-5-17 銀座みゆき館ビルB1,東京都,80,2020-09-09,2026-07-31,http://www.latestapollo.com/a14b/a14_map.html,銀座みゆき館劇場,unknown,,,,http://www.latestapollo.com/a14b/a14_map.html,,2026-08-01,primary_partial,,旧施設公式候補の案内図ページはHTTPで公開中だが更新時期・運営主体・現行または閉館を示す本文を確認できない。東京都公式の旧文化施設一覧は過去の名称・住所・公式候補確認に限定し、LaSensの閉館表示・80席を確定欄へ転記していない
454,LASENS-322,marked_closed,銀座小劇場,https://lasens.com/database/theater-322.html,東京都中央区銀座3-8-4 新聞会館B1,東京都,120,2020-06-24,2026-07-31,http://homepage2.nifty.com/gin-jel/,,unknown,,,,,,2026-08-01,blocked,,LaSensが示す旧公式候補homepage2.nifty.com/gin-jelはDNS解決不能で施設・運営者の公式閉館本文へ到達できない。LaSensの2010年7月閉館表示・120席を公式欄へ転記していない
455,LASENS-376,listed,駒場小空間 (多目的ホール）,https://lasens.com/database/theater-376.html,東京都目黒区駒場3-8-1,東京都,120,2020-12-04,2026-07-31,https://www.komabashokukan.jp/,東京大学教養学部多目的ホール（駒場小空間）,current,150,,,https://www.komabashokukan.jp/access,https://www.komabashokukan.jp/usage/userguide,2026-08-01,verified_primary,,東京大学公式の課外活動施設案内と駒場祭公式資料、学生運営公式サイトで現行施設を確認。公式資料の着席最大150名・立見100名、約16.5m四方・高さ約7m、駒場東大前駅からのアクセスを記録。登録団体制で入場料徴収不可の学内施設であり一般貸館料金は公開されていない
456,LASENS-292,listed,恵比寿エコー劇場,https://lasens.com/database/theater-292.html,東京都渋谷区東3-18-3 エコービル2階,東京都,130,2020-11-26,2026-07-31,https://s-echo.co.jp/?p=853,恵比寿・エコー劇場,current,150,,https://s-echo.co.jp/?p=853,https://t-echo.co.jp/access/,https://s-echo.co.jp/?p=853,2026-08-01,verified_primary,,運営会社公式で2026年7月公演、2025年11月更新の貸出案内、固定122席＋可動28席の最大150席、恵比寿駅徒歩5分、利用・ロビー・搬入条件を確認。料金額は公開されず空き日程とレンタル詳細は問い合わせ制
457,LASENS-317,listed,劇小劇場,https://lasens.com/database/theater-317.html,東京都世田谷区北沢2-6-6,東京都,130,2020-07-01,2026-07-31,https://www.honda-geki.com/gekisho/,「劇」小劇場,current,,,https://www.honda-geki.com/docs/gekishousyou.html,https://www.honda-geki.com/gekisho/,https://www.honda-geki.com/docs/gekishousyou.html,2026-08-01,verified_primary,,公式の2026年公演予定と貸館案内を確認。備品表の椅子56脚は定員と解釈せず、LaSensの130席も転記していない。原則1週間・5ステージ以上で初回利用は企画書等の審査あり。
458,LASENS-610,listed,劇場HOPE,https://lasens.com/database/theater-610.html,東京都東京都中野区中野3-22-8,東京都,70,2021-10-19,2026-07-31,https://www.pocketsquare.jp/hope/information/,劇場HOPE,current,70,,https://www.pocketsquare.jp/hope/charge/,https://www.pocketsquare.jp/hope/information/,https://www.pocketsquare.jp/hope/charge/,2026-08-01,verified_primary,,公式の2026年公演予定、客席約70席、舞台6.6m×4.45m×高さ3.1m、中野駅南口徒歩5分、料金・受付条件を確認。
459,LASENS-399,listed,劇場MOMO,https://lasens.com/database/theater-399.html,東京都中野区中野3-21-10,東京都,130,2021-07-20,2026-07-31,https://www.pocketsquare.jp/momo/information/,劇場MOMO,current,90,,https://www.pocketsquare.jp/momo/charge/,https://www.pocketsquare.jp/momo/information/,https://www.pocketsquare.jp/momo/charge/,2026-08-01,verified_primary,,公式の2026年公演予定、客席約90席、舞台6.6m×3.9〜4.9m×高さ4.15m、中野駅南口徒歩5分、料金・6日以上の利用条件を確認。LaSensの130席は転記していない。
460,LASENS-315,marked_closed,劇場バイタス,https://lasens.com/database/theater-315.html,東京都新宿区西新宿7-16-12 YSビルB1,東京都,68,2020-06-24,2026-07-31,https://vitus.main.jp/,,unknown,,,,,,2026-08-01,primary_partial,,現行の運営会社公式サイトと会社概要は確認できたが、本店は歌舞伎町で旧西新宿施設の閉館・承継を示す運営者公式情報を確認できない。LaSensの閉館表示と68席を転記していない。
461,LASENS-2024,listed,劇場ビット,https://lasens.com/database/theater-2024.html,東京都中野区本町4-43-15 ミカサビルB1,東京都,50,2020-09-02,2026-07-31,https://gekijo-bit.com/,劇場ビット,current,50,,https://gekijo-bit.com/レンタル案内/,https://gekijo-bit.com/アクセス/,https://gekijo-bit.com/レンタル案内/,2026-08-01,verified_primary,,2025年開設の現行公式サイトで最大50名、新中野駅3番出口徒歩3分、1時間5000円・平日1日40000円・土日祝1日50000円等の税別料金を確認。旧公式候補gekijo-bit.jpはDNS解決不能。
462,LASENS-312,listed,劇団京ホール,https://lasens.com/database/theater-312.html,東京都世田谷区北沢2-13-6,東京都,60,2020-06-24,2026-07-31,https://tokyo-novyi.com/about-us/overview/,,unknown,,,,,,2026-08-01,ambiguous,,団体公式沿革で劇団京から東京ノーヴイ・レパートリーシアターを経てTOKYO NOVYI・ARTへの組織承継と同建物3階の現住所を確認したが、旧ホール自体の継続・閉館・一般貸館関係は解けない。LaSensの60席は転記していない。
463,LASENS-311,marked_closed,劇団吹きだまりアトリエ,https://lasens.com/database/theater-311.html,東京都新宿区神楽坂6-56 荒井ビル1F,東京都,50,2020-09-09,2026-07-31,http://www2u.biglobe.ne.jp/~fuki/,,unknown,,,,,,2026-08-01,blocked,,LaSens掲載の旧公式候補は404で、別の公式候補fukidamari.jpもDNS解決不能。運営者による現行・閉館一次情報へ到達できず、LaSensの閉館表示と50席を転記していない。
464,LASENS-3935,listed,元映画館,https://lasens.com/database/theater-3935.html,東京都荒川区東日暮里３丁目３１−１８ 旭ビル2F,東京都,32,2024-09-09,2026-07-31,https://www.moto-eigakan.com/,元映画館,current,,,https://www.moto-eigakan.com/rental,https://www.moto-eigakan.com/access,https://www.moto-eigakan.com/rental,2026-08-01,verified_primary,,公式サイトの現行イベント・貸出手順・利用要項案内・アクセスを確認。料金表は問い合わせ後に案内されるため公開額なし。LaSensの32席は転記していない。
465,LASENS-639,marked_closed,原宿リトルモア地下,https://lasens.com/database/theater-639.html,東京都渋谷区千駄ヶ谷3-56-6 B1F,東京都,,2020-06-23,2026-07-31,https://littlemore.co.jp/company,,unknown,,,,,,2026-08-01,primary_partial,,運営会社の現行公式サイトで同住所の本社は確認できたが、地下会場の現行・閉館・用途変更を示す運営者公式情報は確認できない。LaSensの閉館表示を転記していない。
466,LASENS-319,listed,現代座会館ホール,https://lasens.com/database/theater-319.html,東京都小金井市緑町5-13-24,東京都,80,2021-02-09,2026-07-31,https://www.gendaiza.org/kaikan/,現代座ホール,current,80,,,https://www.gendaiza.org/kaikan/,https://www.gendaiza.org/kaikan/,2026-08-01,verified_primary,,運営NPO公式の現行会館案内で地下ホール定員80名、照明・音響設備、楽屋、東小金井・武蔵小金井駅徒歩13分を確認。一般の貸し会場ではなく会員・地域・協力関係を持てる創造団体へ提供し、詳細は問い合わせ方式。
467,LASENS-630,marked_closed,戸野廣浩司記念劇場,https://lasens.com/database/theater-630.html,東京都台東区谷中３－１９－５ B1F,東京都,100,2020-06-24,2026-07-31,https://lohas-ent.com/theatrecompany.html,戸野廣浩司記念劇場,unknown,,,,,,2026-08-01,primary_partial,,運営者公式の活動歴で2009年10月の開場と2016年6月までの劇場公演を確認したが、閉館・解体または継続を示す運営者一次情報は確認できない。LaSensの閉館表示・100席と第三者の閉館記載は転記していない。
468,LASENS-377,listed,江東区深川江戸資料館 小劇場,https://lasens.com/database/theater-377.html,東京都江東区白河1-3-28,東京都,232,2020-10-07,2026-07-31,https://www.kcf.or.jp/fukagawa/shisetsu/ichiran/detail/?id=168,深川江戸資料館 小劇場,current,300,383.4,https://www.kcf.or.jp/fukagawa/shisetsu/ichiran/detail/?id=168,https://www.kcf.or.jp/fukagawa/access/,https://www.kcf.or.jp/fukagawa/shisetsu/use/,2026-08-01,verified_primary,,指定管理者公式で立席を含む定員300人、固定232席・母子室5席、383.4平方メートル、2025年4月以降料金、清澄白河駅徒歩3分、1か月前の技術打合せ等を確認。
469,LASENS-370,marked_closed,高円寺カフェ,https://lasens.com/database/theater-370.html,東京都中野区大和町3-2-10,東京都,,2020-06-24,2026-07-31,http://www3.plala.or.jp/koenjicafe/,,unknown,,,,,,2026-08-01,blocked,,LaSens掲載の旧公式候補は接続タイムアウトとなり、運営者による現行・閉店一次情報へ到達できない。LaSensの2006年11月閉店表示を確定欄へ転記していない。
470,LASENS-371,marked_closed,高円寺会館,https://lasens.com/database/theater-371.html,東京都杉並区高円寺北2-1-2,東京都,290,2020-06-23,2026-07-31,https://www.city.suginami.tokyo.jp/documents/6270/sisetuwp22-03.pdf,高円寺会館,closed,,,,,,2026-08-01,verified_primary,,杉並区公式施設白書で2006年3月廃止、2008年度に杉並芸術会館・座高円寺として改築と確認。LaSensの290席は転記していない。
471,LASENS-626,listed,高田馬場ラビネスト,https://lasens.com/database/theater-626.html,東京都新宿区西早稲田3-27-4 第一キャラット河俣B1,東京都,80,2021-01-12,2026-07-31,https://rabinest.com/index.html,高田馬場ラビネスト,current,,,,,,2026-08-01,primary_partial,,施設公式ページへのHTTP 200応答と2026年6月更新日時、公式公演主催者による2026年の同名称・同住所での利用を確認した。公式公開の現行客席・料金・貸館条件を十分取得できないためLaSensの80席・料金は転記していない。
472,LASENS-679,listed,座・高円寺1（杉並区立杉並芸術会館）,https://lasens.com/database/theater-679.html,東京都杉並区高円寺北2-1-2,東京都,238,2020-09-04,2026-07-31,https://za-koenji.jp/guide/,座・高円寺１,current,238,440,,https://za-koenji.jp/access,https://za-koenji.jp/rental,2026-08-01,verified_primary,,公式詳細欄で基本形状238席・440平方メートル、公式貸館欄で主催事業等優先・公共予約システムでの貸出なし・詳細問い合わせを確認。施設案内冒頭の233席表記との不一致を保持し、詳細欄238席を採用。
473,LASENS-680,listed,座・高円寺2（杉並区立杉並芸術会館）,https://lasens.com/database/theater-680.html,東京都杉並区高円寺北2-1-2,東京都,256,2020-09-04,2026-07-31,https://za-koenji.jp/rental,座・高円寺2,current,298,,https://za-koenji.jp/files/users_guide_za-koenji2_and_awaodori-hall.pdf,https://za-koenji.jp/access,https://za-koenji.jp/rental,2026-08-01,verified_primary,,公式施設案内は客席256～298席。貸館詳細は固定189席＋移動109席の最大298席。利用案内・料金表は2026年公開版で現行抽選申込を確認
474,LASENS-471,marked_closed,笹塚ファクトリー,https://lasens.com/database/theater-471.html,東京都渋谷区笹塚1-56-7 京王笹塚ビルB2,東京都,150,2020-06-24,2026-07-31,https://www.kyowakoku.net/,,unknown,,,,,,2026-08-01,official_not_found,,LaSens記載の旧公式候補は現在ランダーページのみ。第三者の2016年3月閉館記事は確認したが運営者公式の閉館本文を特定できず閉館を確定していない
475,LASENS-498,listed,三鷹市芸術文化センター星のホール,https://lasens.com/database/theater-498.html,東京都三鷹市上連雀6-12-14,東京都,250,2020-06-24,2026-07-31,https://mitaka-sportsandculture.or.jp/geibun/info/star.html,三鷹市芸術文化センター 星のホール,current,250,167,https://mitaka-sportsandculture.or.jp/geibun/info/star.html,https://mitaka-sportsandculture.or.jp/geibun/access/,https://mitaka-sportsandculture.or.jp/geibun/use/,2026-08-01,verified_primary,,公式は障害者用2席を含む250席・1階客席167㎡。2026年7月イベントと現行料金・芸術文化用途限定・申込条件を確認
476,LASENS-618,listed,三鷹市芸術文化センター風のホール,https://lasens.com/database/theater-618.html,東京都三鷹市上連雀6-12-14,東京都,625,2020-10-05,2026-07-31,https://mitaka-sportsandculture.or.jp/geibun/info/wind.html,三鷹市芸術文化センター 風のホール,current,625,,https://mitaka-sportsandculture.or.jp/geibun/info/wind.html,https://mitaka-sportsandculture.or.jp/geibun/access/,https://mitaka-sportsandculture.or.jp/geibun/use/,2026-08-01,verified_primary,,公式は通常固定625席・ステージ拡張時578席で各車椅子3席を含む。客席面積は1階291㎡・2階130㎡を分離し単一面積へ合算していない
477,LASENS-468,marked_closed,三百人劇場,https://lasens.com/database/theater-468.html,東京都文京区本駒込2-29-10,東京都,302,2020-09-09,2026-07-31,https://onceuponatimedarts.com/2000s/,三百人劇場,closed,,,,,,2026-08-01,verified_primary,,現代演劇協会デジタルアーカイヴと劇団昴公式沿革が2006年末閉館を明記。LaSensの302席は転記せず公式比較欄は空欄
