price_id,candidate_id,space_id,charge_category,use_case,day_type,time_band,amount_jpy,tax_status,unit,basis,valid_from,observed_at,verification_status,source_url,exclusions,note
PRICE-2615,CAND-200,takaoka-takehira-arena,facility,non_sports_admission_charged,all,09:00-21:00,785860,not_stated,per_day,スポーツ以外・入場有料・全面・全日,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・分割利用・入場料なし,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2616,CAND-200,takaoka-takehira-arena,facility,non_sports_admission_charged_outside,all,one_hour,109140,not_stated,per_hour,スポーツ以外・入場有料・全面・時間外1時間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・分割利用・入場料なし,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2617,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,09:00-12:00,31170,not_stated,per_time_band,アリーナ全面・スポーツ以外・入場料なし・午前,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2618,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,09:00-12:00,20780,not_stated,per_time_band,アリーナ2/3面・スポーツ以外・入場料なし・午前,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2619,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,09:00-12:00,10390,not_stated,per_time_band,アリーナ1/3面・スポーツ以外・入場料なし・午前,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2620,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,12:00-17:00,51960,not_stated,per_time_band,アリーナ全面・スポーツ以外・入場料なし・午後,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2621,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,12:00-17:00,34640,not_stated,per_time_band,アリーナ2/3面・スポーツ以外・入場料なし・午後,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2622,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,12:00-17:00,17320,not_stated,per_time_band,アリーナ1/3面・スポーツ以外・入場料なし・午後,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2623,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,17:00-21:00,41580,not_stated,per_time_band,アリーナ全面・スポーツ以外・入場料なし・夜間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2624,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,17:00-21:00,27720,not_stated,per_time_band,アリーナ2/3面・スポーツ以外・入場料なし・夜間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2625,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,17:00-21:00,13860,not_stated,per_time_band,アリーナ1/3面・スポーツ以外・入場料なし・夜間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2626,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,09:00-21:00,112260,not_stated,per_day,アリーナ全面・スポーツ以外・入場料なし・全日,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2627,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,09:00-21:00,74840,not_stated,per_day,アリーナ2/3面・スポーツ以外・入場料なし・全日,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2628,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission,all,09:00-21:00,37420,not_stated,per_day,アリーナ1/3面・スポーツ以外・入場料なし・全日,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,附属設備・冷暖房・入場料徴収・アマチュアスポーツ・時間外,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2629,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission_standard_hour_full,all,one_hour,12990,not_stated,per_hour,アリーナ全面・スポーツ以外・入場料なし・標準時間内1時間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,時間帯基本料金・附属設備・冷暖房・入場料徴収,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2630,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission_standard_hour_two_thirds,all,one_hour,8660,not_stated,per_hour,アリーナ2/3面・スポーツ以外・入場料なし・標準時間内1時間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,時間帯基本料金・附属設備・冷暖房・入場料徴収,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2631,CAND-200,takaoka-takehira-arena,facility,non_sports_no_admission_standard_hour_one_third,all,one_hour,4330,not_stated,per_hour,アリーナ1/3面・スポーツ以外・入場料なし・標準時間内1時間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,時間帯基本料金・附属設備・冷暖房・入場料徴収,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2632,CAND-200,takaoka-takehira-arena,setup_teardown,non_sports_no_admission_outside_hour_full,all,one_hour,15570,not_stated,per_hour,アリーナ全面・スポーツ以外・入場料なし・時間外1時間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,時間帯基本料金・附属設備・冷暖房・入場料徴収,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2633,CAND-200,takaoka-takehira-arena,setup_teardown,non_sports_no_admission_outside_hour_two_thirds,all,one_hour,10380,not_stated,per_hour,アリーナ2/3面・スポーツ以外・入場料なし・時間外1時間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,時間帯基本料金・附属設備・冷暖房・入場料徴収,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2634,CAND-200,takaoka-takehira-arena,setup_teardown,non_sports_no_admission_outside_hour_one_third,all,one_hour,5190,not_stated,per_hour,アリーナ1/3面・スポーツ以外・入場料なし・時間外1時間,2019-10-01,2026-08-05,verified,https://www.city.takaoka.toyama.jp/material/files/group/61/10-takehiramemorialgym.pdf,時間帯基本料金・附属設備・冷暖房・入場料徴収,現行市公式ページが案内するR1.10.1以降料金PDFを全3ページ画像照合。改定有無は申込前に要再確認
PRICE-2635,CAND-219,tokushima-second,facility,amateur_sports,all,09:00-12:00,3960,not_stated,per_3_hours,第二競技場全面・一般・アマチュアスポーツ・午前,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2636,CAND-219,tokushima-second,facility,amateur_sports,all,09:00-12:00,1980,not_stated,per_3_hours,第二競技場半面・一般・アマチュアスポーツ・午前,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2637,CAND-219,tokushima-second,facility,amateur_sports,all,13:00-17:00,6600,not_stated,per_4_hours,第二競技場全面・一般・アマチュアスポーツ・午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2638,CAND-219,tokushima-second,facility,amateur_sports,all,13:00-17:00,3280,not_stated,per_4_hours,第二競技場半面・一般・アマチュアスポーツ・午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2639,CAND-219,tokushima-second,facility,amateur_sports,all,18:00-22:00,10560,not_stated,per_4_hours,第二競技場全面・一般・アマチュアスポーツ・夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2640,CAND-219,tokushima-second,facility,amateur_sports,all,18:00-22:00,5280,not_stated,per_4_hours,第二競技場半面・一般・アマチュアスポーツ・夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2641,CAND-219,tokushima-second,facility,amateur_sports,all,09:00-17:00,9420,not_stated,per_8_hours,第二競技場全面・一般・アマチュアスポーツ・午前午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2642,CAND-219,tokushima-second,facility,amateur_sports,all,09:00-17:00,4710,not_stated,per_8_hours,第二競技場半面・一般・アマチュアスポーツ・午前午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2643,CAND-219,tokushima-second,facility,amateur_sports,all,13:00-22:00,14630,not_stated,per_9_hours,第二競技場全面・一般・アマチュアスポーツ・午後夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2644,CAND-219,tokushima-second,facility,amateur_sports,all,13:00-22:00,7320,not_stated,per_9_hours,第二競技場半面・一般・アマチュアスポーツ・午後夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2645,CAND-219,tokushima-second,facility,amateur_sports,all,09:00-22:00,16950,not_stated,per_day,第二競技場全面・一般・アマチュアスポーツ・全日,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2646,CAND-219,tokushima-second,facility,amateur_sports,all,09:00-22:00,8480,not_stated,per_day,第二競技場半面・一般・アマチュアスポーツ・全日,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2647,CAND-219,tokushima-second,facility,youth_education,all,09:00-12:00,1980,not_stated,per_3_hours,第二競技場全面・中・高・アマチュアスポーツ・午前,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2648,CAND-219,tokushima-second,facility,youth_education,all,09:00-12:00,990,not_stated,per_3_hours,第二競技場半面・中・高・アマチュアスポーツ・午前,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2649,CAND-219,tokushima-second,facility,youth_education,all,13:00-17:00,3280,not_stated,per_4_hours,第二競技場全面・中・高・アマチュアスポーツ・午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2650,CAND-219,tokushima-second,facility,youth_education,all,13:00-17:00,1640,not_stated,per_4_hours,第二競技場半面・中・高・アマチュアスポーツ・午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2651,CAND-219,tokushima-second,facility,youth_education,all,18:00-22:00,5280,not_stated,per_4_hours,第二競技場全面・中・高・アマチュアスポーツ・夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2652,CAND-219,tokushima-second,facility,youth_education,all,18:00-22:00,2640,not_stated,per_4_hours,第二競技場半面・中・高・アマチュアスポーツ・夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2653,CAND-219,tokushima-second,facility,youth_education,all,09:00-17:00,4710,not_stated,per_8_hours,第二競技場全面・中・高・アマチュアスポーツ・午前午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2654,CAND-219,tokushima-second,facility,youth_education,all,09:00-17:00,2360,not_stated,per_8_hours,第二競技場半面・中・高・アマチュアスポーツ・午前午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2655,CAND-219,tokushima-second,facility,youth_education,all,13:00-22:00,7320,not_stated,per_9_hours,第二競技場全面・中・高・アマチュアスポーツ・午後夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2656,CAND-219,tokushima-second,facility,youth_education,all,13:00-22:00,3660,not_stated,per_9_hours,第二競技場半面・中・高・アマチュアスポーツ・午後夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2657,CAND-219,tokushima-second,facility,youth_education,all,09:00-22:00,8480,not_stated,per_day,第二競技場全面・中・高・アマチュアスポーツ・全日,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2658,CAND-219,tokushima-second,facility,youth_education,all,09:00-22:00,4240,not_stated,per_day,第二競技場半面・中・高・アマチュアスポーツ・全日,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・入場料徴収・スポーツ以外等の別料金,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2659,CAND-219,tokushima-meeting-1,facility,meeting,all,09:00-12:00,1030,not_stated,per_3_hours,第一会議室・午前,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・イベント利用時の追加設備,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2660,CAND-219,tokushima-meeting-2,facility,meeting,all,09:00-12:00,2080,not_stated,per_3_hours,第二会議室・午前,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・イベント利用時の追加設備,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2661,CAND-219,tokushima-meeting-1,facility,meeting,all,13:00-17:00,1030,not_stated,per_4_hours,第一会議室・午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・イベント利用時の追加設備,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2662,CAND-219,tokushima-meeting-2,facility,meeting,all,13:00-17:00,2080,not_stated,per_4_hours,第二会議室・午後,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・イベント利用時の追加設備,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2663,CAND-219,tokushima-meeting-1,facility,meeting,all,18:00-22:00,1030,not_stated,per_4_hours,第一会議室・夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・イベント利用時の追加設備,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
PRICE-2664,CAND-219,tokushima-meeting-2,facility,meeting,all,18:00-22:00,2080,not_stated,per_4_hours,第二会議室・夜間,2019-10-01,2026-08-05,verified,https://www.tokushimacity-sports.or.jp/app/wp-content/uploads/2020/09/R1.10.1%E3%80%80%E5%B8%82%E3%83%BB%E7%9C%8C%E6%96%99%E9%87%91%E3%80%80%EF%BC%B0%EF%BC%A4%EF%BC%A6.pdf,冷暖房・附属設備・イベント利用時の追加設備,指定管理者の現行施設ページから案内される料金PDF全2ページを画像照合。2019年10月1日施行表のため実利用前に再確認
