detail_id,candidate_id,space_id,space_name,space_type,area_m2,ceiling_height_m,clear_height_min_m,ceiling_height_type,overhead_use_status,capacity_theater,capacity_fixed,floor_load_kg_m2,divisible,stage_type,sports_or_practice_use,streaming_ready,source_url,observed_at,verification_status,note
DETAIL-3587,CAND-777,fuji-rose-large-dressing-3,大ホール 第3楽屋,dressing_room,,,,unknown,unknown,2,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/concerthall,2026-08-08,verified,"公式掲載の大ホール付属楽屋。面積・天井高は要確認"
DETAIL-3588,CAND-777,fuji-rose-large-dressing-4,大ホール 第4楽屋,dressing_room,,,,unknown,unknown,31,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/concerthall,2026-08-08,verified,"公式掲載の大ホール付属楽屋。面積・天井高は要確認"
DETAIL-3589,CAND-777,fuji-rose-large-dressing-5,大ホール 第5楽屋,dressing_room,,,,unknown,unknown,20,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/concerthall,2026-08-08,verified,"公式掲載の大ホール付属楽屋。面積・天井高は要確認"
DETAIL-3590,CAND-777,fuji-rose-large-dressing-6,大ホール 第6楽屋,dressing_room,,,,unknown,unknown,9,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/concerthall,2026-08-08,verified,"公式掲載の大ホール付属楽屋。面積・天井高は要確認"
DETAIL-3591,CAND-777,fuji-rose-middle-hall,中ホール,stage_hall,,,,unknown,unknown,700,700,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/middlehall/,2026-08-08,verified,"客席総数700席。車椅子4席・親子室6席を公式が別記。プロセニアム高さは室内天井高ではないため検索値にしない"
DETAIL-3592,CAND-777,fuji-rose-middle-dressing-1,中ホール 第1楽屋,dressing_room,,,,unknown,unknown,2,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/middlehall/,2026-08-08,verified,"公式掲載の中ホール付属楽屋。面積・天井高は要確認"
DETAIL-3593,CAND-777,fuji-rose-middle-dressing-2,中ホール 第2楽屋,dressing_room,,,,unknown,unknown,2,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/middlehall/,2026-08-08,verified,"公式掲載の中ホール付属楽屋。面積・天井高は要確認"
DETAIL-3594,CAND-777,fuji-rose-middle-dressing-3,中ホール 第3楽屋,dressing_room,,,,unknown,unknown,14,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/middlehall/,2026-08-08,verified,"公式掲載の中ホール付属楽屋。面積・天井高は要確認"
DETAIL-3595,CAND-777,fuji-rose-middle-dressing-4,中ホール 第4楽屋,dressing_room,,,,unknown,unknown,10,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/middlehall/,2026-08-08,verified,"公式掲載の中ホール付属楽屋。面積・天井高は要確認"
DETAIL-3596,CAND-777,fuji-rose-middle-dressing-5,中ホール 第5楽屋,dressing_room,,,,unknown,unknown,14,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/middlehall/,2026-08-08,verified,"公式掲載の中ホール付属楽屋。面積・天井高は要確認"
DETAIL-3597,CAND-777,fuji-rose-middle-dressing-6,中ホール 第6楽屋,dressing_room,,,,unknown,unknown,14,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/middlehall/,2026-08-08,verified,"公式掲載の中ホール付属楽屋。面積・天井高は要確認"
DETAIL-3598,CAND-777,fuji-rose-middle-dressing-7,中ホール 第7楽屋,dressing_room,,,,unknown,unknown,17,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/middlehall/,2026-08-08,verified,"公式掲載の中ホール付属楽屋。面積・天井高は要確認"
DETAIL-3599,CAND-777,fuji-rose-small-hall,小ホール,stage_hall,,,,unknown,unknown,326,326,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/minihall/,2026-08-08,verified,"客席総数326席。車椅子4席・親子室5席を公式が別記。プロセニアム高さは室内天井高ではないため検索値にしない"
DETAIL-3600,CAND-777,fuji-rose-small-dressing-1,小ホール 第1楽屋,dressing_room,,,,unknown,unknown,14,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/minihall/,2026-08-08,verified,"公式掲載の小ホール付属楽屋。面積・天井高は要確認"
DETAIL-3601,CAND-777,fuji-rose-small-dressing-2,小ホール 第2楽屋,dressing_room,,,,unknown,unknown,10,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/minihall/,2026-08-08,verified,"公式掲載の小ホール付属楽屋。面積・天井高は要確認"
DETAIL-3602,CAND-777,fuji-rose-small-dressing-3,小ホール 第3楽屋,dressing_room,,,,unknown,unknown,2,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/minihall/,2026-08-08,verified,"公式掲載の小ホール付属楽屋。面積・天井高は要確認"
DETAIL-3603,CAND-777,fuji-rose-small-dressing-4,小ホール 第4楽屋,dressing_room,,,,unknown,unknown,13,,,unknown,unknown,conditional,unknown,https://rose-theatre.jp/shisetsu/minihall/,2026-08-08,verified,"公式掲載の小ホール付属楽屋。面積・天井高は要確認"
DETAIL-3604,CAND-777,fuji-rose-exhibition,展示室,exhibition,,,,unknown,unknown,,,,unknown,temporary,conditional,unknown,https://rose-theatre.jp/shisetsu/,2026-08-08,verified,"公式運営者は展示室を公開。個別区画、面積、天井高、定員は要確認"
DETAIL-3605,CAND-777,fuji-rose-reception,レセプションホール,multipurpose_hall,,,,unknown,unknown,,,,unknown,temporary,conditional,unknown,https://rose-theatre.jp/shisetsu/,2026-08-08,verified,"公式運営者は講演会・研修会・パーティ向けのレセプションホールを公開。面積、天井高、定員は要確認"
DETAIL-3606,CAND-777,fuji-rose-meeting,会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://rose-theatre.jp/shisetsu/,2026-08-08,verified,"公式運営者は会議室を公開。個別区画、面積、天井高、定員は要確認"
DETAIL-3607,CAND-777,fuji-rose-japanese,和室・茶室,japanese_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://rose-theatre.jp/shisetsu/,2026-08-08,verified,"公式運営者は和室・茶室を公開。個別区画、面積、天井高、定員は要確認"
DETAIL-3608,CAND-777,fuji-rose-practice,練習室・リハーサル室,practice_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://rose-theatre.jp/shisetsu/,2026-08-08,verified,"公式運営者は練習室・リハーサル室を公開。個別区画、面積、天井高、定員は要確認"
DETAIL-3609,CAND-777,fuji-rose-nursery,託児室,support_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://rose-theatre.jp/shisetsu/,2026-08-08,verified,"公式運営者は託児室を公開。面積、天井高、定員と利用条件は要確認"
DETAIL-3610,CAND-778,izu-axis-large-hall,大ホール,stage_hall,,,,unknown,unknown,998,998,,unknown,unknown,conditional,unknown,https://www.city.izunokuni.shizuoka.jp/bunka/manabi/shisetsu/axis/goannai.html,2026-08-08,verified,"客席数998席。1階750席・2階248席を市公式が掲載。親子席6席・身障者スペース3席は別記。天井高は要確認"
DETAIL-3611,CAND-778,izu-axis-multi-hall,多目的ホール,multipurpose_hall,330,,,unknown,unknown,400,,,unknown,unknown,conditional,unknown,https://www.city.izunokuni.shizuoka.jp/bunka/manabi/shisetsu/axis/goannai.html,2026-08-08,verified,"約330㎡・講演形式400人、立食形式350人を市公式が掲載。天井高は要確認"
DETAIL-3612,CAND-778,izu-axis-dressing-1,楽屋1,dressing_room,,,,unknown,unknown,,,,unknown,unknown,conditional,unknown,https://www.city.izunokuni.shizuoka.jp/bunka/manabi/shisetsu/axis/goannai.html,2026-08-08,verified,"市公式掲載の楽屋。面積・天井高・定員は要確認"
DETAIL-3613,CAND-778,izu-axis-dressing-2,楽屋2,dressing_room,,,,unknown,unknown,,,,yes,unknown,conditional,unknown,https://www.city.izunokuni.shizuoka.jp/bunka/manabi/shisetsu/axis/goannai.html,2026-08-08,verified,"市公式掲載の仕切り可能な楽屋。面積・天井高・定員は要確認"
DETAIL-3614,CAND-778,izu-axis-meeting-1,会議室1,meeting_room,63,,,unknown,unknown,20,,,unknown,none,conditional,unknown,https://www.city.izunokuni.shizuoka.jp/bunka/manabi/shisetsu/axis/goannai.html,2026-08-08,verified,"63㎡・20人を市公式が掲載。天井高は要確認"
DETAIL-3615,CAND-778,izu-axis-meeting-2,会議室2,meeting_room,70,,,unknown,unknown,54,,,yes,none,conditional,unknown,https://www.city.izunokuni.shizuoka.jp/bunka/manabi/shisetsu/axis/goannai.html,2026-08-08,verified,"70㎡・54人、仕切り可能を市公式が掲載。天井高は要確認"
DETAIL-3616,CAND-778,izu-axis-meeting-3,会議室3,meeting_room,67,,,unknown,unknown,30,,,unknown,none,conditional,unknown,https://www.city.izunokuni.shizuoka.jp/bunka/manabi/shisetsu/axis/goannai.html,2026-08-08,verified,"67㎡・30人を市公式が掲載。天井高は要確認"
DETAIL-3617,CAND-779,makinohara-main-floor,メインフロア,sports_arena,2011,,,unknown,unknown,,,,unknown,unknown,yes,unknown,https://www.city.makinohara.shizuoka.jp/soshiki/34/47293.html,2026-08-08,verified,"2,011㎡。バスケットボール2面・バレーボール3面・バドミントン8面等を市公式が掲載。天井高、イベント時の最大収容は要確認"
DETAIL-3618,CAND-779,makinohara-meeting,会議室,meeting_room,121,,,unknown,unknown,,,,yes,none,conditional,unknown,https://www.city.makinohara.shizuoka.jp/soshiki/34/47293.html,2026-08-08,verified,"121㎡・可動式間仕切壁を市公式が掲載。天井高・定員は要確認"
DETAIL-3619,CAND-779,makinohara-spectator,観覧席,other,,,,unknown,unknown,524,516,,unknown,none,conditional,unknown,https://www.city.makinohara.shizuoka.jp/soshiki/34/47293.html,2026-08-08,verified,"観覧席516席と車イス専用席8席を市公式が掲載。総数524は両者を合算した検索用値"
DETAIL-3620,CAND-779,makinohara-training,トレーニングルーム,training_room,195,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.city.makinohara.shizuoka.jp/soshiki/34/47293.html,2026-08-08,verified,"195㎡を市公式が掲載。天井高・定員は要確認"
DETAIL-3621,CAND-779,makinohara-multi,多目的ルーム,multipurpose_room,80,,,unknown,unknown,,,,yes,none,conditional,unknown,https://www.city.makinohara.shizuoka.jp/soshiki/34/47293.html,2026-08-08,verified,"80㎡・可動式間仕切壁・壁面鏡張りを市公式が掲載。天井高・定員は要確認"
DETAIL-3622,CAND-779,makinohara-kids,キッズルーム,multipurpose_room,54,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.city.makinohara.shizuoka.jp/soshiki/34/47293.html,2026-08-08,verified,"54㎡を市公式が掲載。天井高・定員は要確認"
DETAIL-3623,CAND-779,makinohara-running,ランニング・ウォーキングコース,sports_program,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.city.makinohara.shizuoka.jp/soshiki/34/47293.html,2026-08-08,verified,"観覧席外周175mを市公式が掲載。長さは面積に転記せず、天井高・定員は要確認"
DETAIL-3624,CAND-780,morimachi-main-hall,大ホール,stage_hall,,,,unknown,unknown,800,797,,unknown,unknown,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/910.html,2026-08-08,verified,"固定席797席・車イス専用席3席を町公式が掲載。使用料ページの入場定員800人と整合。天井高は要確認"
DETAIL-3625,CAND-780,morimachi-small-hall,小ホール,flat_hall,,,,unknown,unknown,250,,,unknown,temporary,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/911.html,2026-08-08,verified,"平土間式。町公式の使用料ページは入場定員250人（椅子あり200人、机・椅子あり100人）を掲載。天井高は要確認"
DETAIL-3626,CAND-780,morimachi-rehearsal,リハーサル室,rehearsal_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/910.html,2026-08-08,verified,"鏡・レッスンバーを備えると町公式が掲載。面積・天井高・定員は要確認"
DETAIL-3627,CAND-780,morimachi-dressing-a,楽屋A,dressing_room,,,,unknown,unknown,2,,,unknown,unknown,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/2733.html,2026-08-08,verified,"洋室1〜2人を町公式の使用料表が掲載。面積・天井高は要確認"
DETAIL-3628,CAND-780,morimachi-dressing-b,楽屋B,dressing_room,,,,unknown,unknown,3,,,unknown,unknown,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/2733.html,2026-08-08,verified,"洋室2〜3人を町公式の使用料表が掲載。検索値は上限3人、面積・天井高は要確認"
DETAIL-3629,CAND-780,morimachi-dressing-c,楽屋C,dressing_room,,,,unknown,unknown,3,,,unknown,unknown,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/2733.html,2026-08-08,verified,"洋室2〜3人を町公式の使用料表が掲載。検索値は上限3人、面積・天井高は要確認"
DETAIL-3630,CAND-780,morimachi-dressing-d,楽屋D,dressing_room,,,,unknown,unknown,,,,unknown,unknown,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/910.html,2026-08-08,verified,"町公式掲載の和室楽屋。面積・天井高・定員は要確認"
DETAIL-3631,CAND-780,morimachi-dressing-e,楽屋E,dressing_room,,,,unknown,unknown,,,,unknown,unknown,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/2733.html,2026-08-08,verified,"洋室大部屋を町公式の使用料表が掲載。面積・天井高・定員は要確認"
DETAIL-3632,CAND-780,morimachi-training-1,第1研修室,training_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/2733.html,2026-08-08,verified,"町公式の使用料表に掲載。面積・天井高・定員は要確認"
DETAIL-3633,CAND-780,morimachi-training-2,第2研修室,training_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/2733.html,2026-08-08,verified,"町公式の使用料表に掲載。面積・天井高・定員は要確認"
DETAIL-3634,CAND-780,morimachi-training-3,第3研修室,training_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/2733.html,2026-08-08,verified,"町公式の使用料表に掲載。面積・天井高・定員は要確認"
DETAIL-3635,CAND-780,morimachi-music,音楽室,music_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/908.html,2026-08-08,verified,"町公式掲載の音楽室。面積・天井高・定員は要確認"
DETAIL-3636,CAND-780,morimachi-art,美術工芸室,workshop,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/908.html,2026-08-08,verified,"町公式掲載の美術工芸室。面積・天井高・定員は要確認"
DETAIL-3637,CAND-780,morimachi-japanese,和室,japanese_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/908.html,2026-08-08,verified,"町公式掲載の和室。面積・天井高・定員は要確認"
DETAIL-3638,CAND-780,morimachi-tea,茶室,japanese_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/908.html,2026-08-08,verified,"町公式掲載の茶室。面積・天井高・定員は要確認"
DETAIL-3639,CAND-780,morimachi-gallery,展示ギャラリー,exhibition,,,,unknown,unknown,,,,unknown,temporary,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/911.html,2026-08-08,verified,"町公式掲載の展示ギャラリー。面積・天井高・定員は要確認"
DETAIL-3640,CAND-780,morimachi-lounge,喫茶ラウンジ,lobby,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.morimachi.shizuoka.jp/gyosei/machinososhiki/bunkakaikan/bunka/911.html,2026-08-08,verified,"町公式掲載の喫茶ラウンジ。面積・天井高・定員は要確認"
DETAIL-3641,CAND-781,hoki-multipurpose-hall,多目的ホール,stage_hall,,,,unknown,unknown,400,,,unknown,unknown,conditional,unknown,https://www.houki-town.jp/new1/10/20/v323/7/4/,2026-08-08,verified,"伯耆町公式掲載の400席多目的ホール。面積・天井高・固定席かどうかは要確認"
DETAIL-3642,CAND-781,hoki-stage,舞台,stage,,,,unknown,unknown,,,,unknown,unknown,conditional,unknown,https://www.houki-town.jp/new1/10/20/v323/7/4/,2026-08-08,verified,"伯耆町公式が音響設備を備える舞台として掲載。天井高・寸法・常設可否は要確認"
DETAIL-3643,CAND-781,hoki-green-room-1,控室1,backstage_room,,,,unknown,unknown,5,,,unknown,none,unknown,unknown,https://www.houki-town.jp/new1/10/20/v323/7/4/,2026-08-08,verified,"伯耆町公式掲載の定員5人の控室。面積・天井高は要確認"
DETAIL-3644,CAND-781,hoki-green-room-2,控室2,backstage_room,,,,unknown,unknown,5,,,unknown,none,unknown,unknown,https://www.houki-town.jp/new1/10/20/v323/7/4/,2026-08-08,verified,"伯耆町公式掲載の定員5人の控室。面積・天井高は要確認"
DETAIL-3645,CAND-782,kofu-arena,アリーナ,sports_arena,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.town-kofu.jp/2/7/2/,2026-08-08,verified,"江府町公式の予約対象区画。面積・天井高・観客収容は要確認"
DETAIL-3646,CAND-782,kofu-small-gym,小体育室,gymnasium,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.town-kofu.jp/2/7/2/,2026-08-08,verified,"江府町公式の予約対象区画。面積・天井高・観客収容は要確認"
DETAIL-3647,CAND-782,kofu-training,トレーニング室,training_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.town-kofu.jp/2/7/2/,2026-08-08,verified,"江府町公式の予約対象区画。面積・天井高・定員は要確認"
DETAIL-3648,CAND-783,nichinan-satsuki,さつきホール,stage_hall,,,,unknown,unknown,,,,unknown,unknown,conditional,unknown,https://www.town.nichinan.lg.jp/soshikikarasagasu/kyoikuka/jinseigakuen/393.html,2026-08-08,verified,"日南町公式掲載のさつきホール。面積・天井高・観客収容は要確認"
DETAIL-3649,CAND-783,nichinan-multipurpose,多目的ホール,multipurpose_hall,,,,unknown,unknown,,,,unknown,unknown,conditional,unknown,https://www.town.nichinan.lg.jp/soshikikarasagasu/kyoikuka/jinseigakuen/393.html,2026-08-08,verified,"日南町公式掲載の多目的ホール。面積・天井高・観客収容は要確認"
DETAIL-3650,CAND-783,nichinan-training-1-2,第1・2研修室,training_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.nichinan.lg.jp/soshikikarasagasu/kyoikuka/jinseigakuen/393.html,2026-08-08,verified,"日南町公式掲載の第1・2研修室。面積・天井高・定員は要確認"
DETAIL-3651,CAND-783,nichinan-training-3,第3研修室,training_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.nichinan.lg.jp/soshikikarasagasu/kyoikuka/jinseigakuen/393.html,2026-08-08,verified,"日南町公式掲載の第3研修室。面積・天井高・定員は要確認"
DETAIL-3652,CAND-783,nichinan-highvision,ハイビジョンルーム,other,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.nichinan.lg.jp/soshikikarasagasu/kyoikuka/jinseigakuen/393.html,2026-08-08,verified,"日南町公式掲載のハイビジョンルーム。面積・天井高・定員は要確認"
DETAIL-3653,CAND-783,nichinan-museum,日南町美術館,exhibition,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.nichinan.lg.jp/soshikikarasagasu/machimiraisouzouka/ibentotopiikua/22500.html,2026-08-08,verified,"日南町公式が総合文化センター内施設として掲載。展示区画・面積・天井高は要確認"
DETAIL-3654,CAND-783,nichinan-library,図書館,support_room,,,,unknown,unknown,,,,unknown,none,unknown,unknown,https://www.town.nichinan.lg.jp/soshikikarasagasu/machimiraisouzouka/ibentotopiikua/22500.html,2026-08-08,verified,"日南町公式が総合文化センター内施設として掲載。利用可能な区画・面積・天井高は要確認"
DETAIL-3655,CAND-783,nichinan-restaurant,レストラン,support_room,,,,unknown,unknown,,,,unknown,none,unknown,unknown,https://www.town.nichinan.lg.jp/soshikikarasagasu/machimiraisouzouka/ibentotopiikua/22500.html,2026-08-08,verified,"日南町公式が総合文化センター内施設として掲載。催事時の利用条件・面積・天井高は要確認"
DETAIL-3656,CAND-783,nichinan-lawn,芝生広場,outdoor_plaza,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.nichinan.lg.jp/soshikikarasagasu/machimiraisouzouka/ibentotopiikua/22500.html,2026-08-08,verified,"日南町公式が総合文化センター内施設として掲載。利用条件・面積・天井高相当条件は要確認"
DETAIL-3657,CAND-784,wakasa-competition,1階競技場,sports_arena,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.town.wakasa.tottori.jp/kanko_bunka_sports/machishuhen_shisetsu/575.html,2026-08-08,verified,"若桜町公式掲載の1階競技場。掲載の35m×28mは区画面積へ換算せず、面積・天井高・観客収容は要確認"
DETAIL-3658,CAND-784,wakasa-table-tennis,2階卓球場,sports_program,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.town.wakasa.tottori.jp/kanko_bunka_sports/machishuhen_shisetsu/575.html,2026-08-08,verified,"若桜町公式掲載の2階卓球場。掲載の13m×27mは区画面積へ換算せず、面積・天井高・観客収容は要確認"
DETAIL-3659,CAND-784,wakasa-meeting,会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.wakasa.tottori.jp/material/files/group/11/R7.pdf,2026-08-08,verified,"若桜町公式の2025年度利用案内で第1町民体育館会議室を掲載。面積・天井高・定員は要確認"
DETAIL-3660,CAND-785,kitajima-multipurpose,多目的ホール,stage_hall,,,,unknown,unknown,,,,unknown,unknown,conditional,unknown,https://www.town.kitajima.lg.jp/docs/293.html,2026-08-08,verified,"北島町公式が3階の貸出対象として掲載。面積・天井高・観客収容は要確認"
DETAIL-3661,CAND-785,kitajima-gallery,展示ギャラリー,exhibition,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.kitajima.lg.jp/docs/293.html,2026-08-08,verified,"北島町公式が2階の貸出対象として掲載。面積・天井高・展示利用条件は要確認"
DETAIL-3662,CAND-785,kitajima-cultural-property,文化財展示室,exhibition,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.kitajima.lg.jp/docs/1542.html,2026-08-08,verified,"北島町公式掲載の2階文化財展示室。一般貸出の可否・面積・天井高は要確認"
DETAIL-3663,CAND-785,kitajima-highvision,ハイビジョンシアター,other,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.kitajima.lg.jp/docs/293.html,2026-08-08,verified,"北島町公式は会議・催事等開催時のみ解放と案内。面積・天井高・定員は要確認"
DETAIL-3664,CAND-785,kitajima-meeting,会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.kitajima.lg.jp/docs/293.html,2026-08-08,verified,"北島町公式は会議・催事等開催時のみ解放と案内。面積・天井高・定員は要確認"
DETAIL-3665,CAND-786,kaiyo-hall,ホール,stage_hall,,,,unknown,unknown,420,311,,unknown,unknown,conditional,unknown,https://www.town.kaiyo.lg.jp/bunkamura/shisetsu/bunkakan.html,2026-08-08,verified,"海陽町公式掲載の420席ホール（固定311席・移動109席）。面積・天井高は要確認"
DETAIL-3666,CAND-786,kaiyo-stage,ステージ,stage,,,,unknown,unknown,,,,unknown,unknown,conditional,unknown,https://www.town.kaiyo.lg.jp/bunkamura/shisetsu/bunkakan.html,2026-08-08,verified,"海陽町公式が利用料金対象として掲載。天井高・寸法・常設可否は要確認"
DETAIL-3667,CAND-786,kaiyo-large-meeting,大会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.kaiyo.lg.jp/bunkamura/shisetsu/bunkakan.html,2026-08-08,verified,"海陽町公式掲載の大会議室。面積・天井高・定員は要確認"
DETAIL-3668,CAND-786,kaiyo-small-meeting,小会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.kaiyo.lg.jp/bunkamura/shisetsu/bunkakan.html,2026-08-08,verified,"海陽町公式掲載の小会議室。面積・天井高・定員は要確認"
DETAIL-3669,CAND-786,kaiyo-green-room,楽屋,backstage_room,,,,unknown,unknown,,,,unknown,none,unknown,unknown,https://www.town.kaiyo.lg.jp/bunkamura/shisetsu/bunkakan.html,2026-08-08,verified,"海陽町公式掲載の楽屋。面積・天井高・定員は要確認"
DETAIL-3670,CAND-786,kaiyo-japanese,和室,japanese_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.town.kaiyo.lg.jp/bunkamura/shisetsu/bunkakan.html,2026-08-08,verified,"海陽町公式掲載の和室。面積・天井高・定員は要確認"
DETAIL-3671,CAND-787,miyoshi-main-arena,メインアリーナ,sports_arena,,,,unknown,unknown,,,,yes,none,yes,unknown,https://www.miyoshi.i-tokushima.jp/reiki/reiki_int/reiki_honbun/r257RG00000244.html,2026-08-08,verified,"三好市公式条例の使用区分。スポーツ以外・営利目的・部分使用の条件がある。面積・天井高・観客収容は要確認"
DETAIL-3672,CAND-787,miyoshi-sub-arena,サブアリーナ,sports_arena,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.miyoshi.i-tokushima.jp/reiki/reiki_int/reiki_honbun/r257RG00000244.html,2026-08-08,verified,"三好市公式条例の使用区分。面積・天井高・観客収容は要確認"
DETAIL-3673,CAND-787,miyoshi-meeting-1,第1会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.miyoshi.i-tokushima.jp/reiki/reiki_int/reiki_honbun/r257RG00000244.html,2026-08-08,verified,"三好市公式条例の使用区分。面積・天井高・定員は要確認"
DETAIL-3674,CAND-787,miyoshi-meeting-2,第2会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.miyoshi.i-tokushima.jp/reiki/reiki_int/reiki_honbun/r257RG00000244.html,2026-08-08,verified,"三好市公式条例の使用区分。面積・天井高・定員は要確認"
DETAIL-3675,CAND-787,miyoshi-small-meeting,小会議室,meeting_room,,,,unknown,unknown,,,,unknown,none,conditional,unknown,https://www.miyoshi.i-tokushima.jp/reiki/reiki_int/reiki_honbun/r257RG00000244.html,2026-08-08,verified,"三好市公式条例の使用区分。面積・天井高・定員は要確認"
DETAIL-3676,CAND-787,miyoshi-training,トレーニング室,training_room,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.miyoshi.i-tokushima.jp/reiki/reiki_int/reiki_honbun/r257RG00000244.html,2026-08-08,verified,"三好市公式条例の使用区分。面積・天井高・定員は要確認"
DETAIL-3677,CAND-787,miyoshi-table-tennis,卓球,sports_program,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.miyoshi.i-tokushima.jp/reiki/reiki_int/reiki_honbun/r257RG00000244.html,2026-08-08,verified,"三好市公式条例の使用区分。台数・区画面積・天井高は要確認"
DETAIL-3678,CAND-787,miyoshi-badminton,バドミントン,sports_program,,,,unknown,unknown,,,,unknown,none,yes,unknown,https://www.miyoshi.i-tokushima.jp/reiki/reiki_int/reiki_honbun/r257RG00000244.html,2026-08-08,verified,"三好市公式条例の使用区分。面数・区画面積・天井高は要確認"
